P164;0;1024;0,0378
P164;1024;1024;0,0378
P164;2048;240;0,0378
P165;3072;1024;0,0378
P165;4096;749;0,0378
P166;5120;1024;0,0388
P166;6144;1024;0,0388
P166;7168;796;0,0388
P168;8192;1024;0,0378
P168;9216;1024;0,0378
P168;10240;1024;0,0378
P168;11264;311;0,0378
P169;12288;148;0,0475
P170;13312;1009;0,0378
P171;14336;1024;0,0378
P171;15360;86;0,0378
P172;16384;1024;0,0372
P172;17408;1024;0,0372
P172;18432;1024;0,0372
P172;19456;56;0,0372
P173;20480;1024;0,0372
P173;21504;1024;0,0372
P173;22528;1024;0,0372
P173;23552;1024;0,0372
P173;24576;116;0,0372
P174;25600;1024;0,0372
P174;26624;693;0,0372
P175;27648;1024;0,0378
P175;28672;1024;0,0378
P175;29696;1024;0,0378
P175;30720;276;0,0378
P176;31744;441;0,0372
P182;32768;61;0,0378
M16;33792;1024;0
M16;34816;1024;0
M16;35840;1024;0
M16;36864;1024;0
M16;37888;1024;0
M16;38912;1024;0
M16;39936;1024;0
M16;40960;1024;0
M16;41984;1024;0
M16;43008;1024;0
M16;44032;1024;0
M16;45056;1024;0
M16;46080;1024;0
M16;47104;1024;0
M16;48128;1024;0
M16;49152;1024;0
M16;50176;1024;0
M16;51200;1024;0
M16;52224;1024;0
M16;53248;1024;0
M16;54272;1024;0
M16;55296;1024;0
M16;56320;1024;0
M16;57344;1024;0
M16;58368;1024;0
M16;59392;1024;0
M16;60416;1024;0
M16;61440;1024;0
M16;62464;1024;0
M16;63488;1024;0
M16;64512;1024;0
M16;65536;1024;0
M16;66560;1024;0
M16;67584;1024;0
M16;68608;1024;0
M16;69632;344;0
P5;70656;1024;0,0453
P5;71680;1024;0,0453
P5;72704;864;0,0453
P6;73728;1024;0,0421
P6;74752;1024;0,0421
P6;75776;515;0,0421
P12;76800;1024;0,041
P12;77824;189;0,041
P17;78848;742;0,041
M9;79872;1024;0
M9;80896;1024;0
M9;81920;1024;0
M9;82944;1024;0
M9;83968;1024;0
M9;84992;1024;0
M9;86016;1024;0
M9;87040;1024;0
M9;88064;1024;0
M9;89088;1024;0
M9;90112;1024;0
M9;91136;1024;0
M9;92160;1024;0
M9;93184;1024;0
M9;94208;1024;0
M9;95232;1024;0
M9;96256;1024;0
M9;97280;1024;0
M9;98304;1024;0
M9;99328;1024;0
M9;100352;1024;0
M9;101376;1024;0
M9;102400;1024;0
M9;103424;1024;0
M9;104448;1024;0
M9;105472;1024;0
M9;106496;1024;0
M9;107520;1024;0
M9;108544;1024;0
M9;109568;1024;0
M9;110592;1024;0
M9;111616;1024;0
M9;112640;1024;0
M9;113664;1024;0
M9;114688;1024;0
M9;115712;1024;0
M9;116736;1024;0
M9;117760;583;0
P110;118784;1024;0,0405
P110;119808;1024;0,0405
P110;120832;1024;0,0405
P110;121856;833;0,0405
P112;122880;1024;0,0426
P112;123904;1024;0,0426
P112;124928;1024;0,0426
P112;125952;68;0,0426
P113;126976;1024;0,0421
P113;128000;1024;0,0421
P113;129024;1024;0,0421
P113;130048;707;0,0421
P114;131072;1024;0,0405
P114;132096;635;0,0405
P116;133120;1024;0,0437
P116;134144;1024;0,0437
P116;135168;484;0,0437
P117;136192;1024;0,0399
P117;137216;1024;0,0399
P117;138240;1024;0,0399
P117;139264;838;0,0399
P118;140288;1024;0,0405
P118;141312;1024;0,0405
P118;142336;714;0,0405
P119;143360;1024;0,0399
P119;144384;848;0,0399
M22;145408;1024;0
M22;146432;1024;0
M22;147456;1024;0
M22;148480;1024;0
M22;149504;758;0
P57;150528;1024;0,0415
P57;151552;1024;0,0415
P57;152576;768;0,0415
P59;153600;1024;0,0415
P59;154624;1024;0,0415
P59;155648;1024;0,0415
P59;156672;393;0,0415
P61;157696;1024;0,0415
P61;158720;1024;0,0415
P61;159744;468;0,0415
P62;160768;1024;0,0421
P62;161792;535;0,0421
P63;162816;1024;0,041
P63;163840;1024;0,041
P63;164864;1024;0,041
P63;165888;1024;0,041
P63;166912;293;0,041
P64;167936;1024;0,041
P64;168960;637;0,041
P65;169984;1024;0,041
P65;171008;1024;0,041
P65;172032;408;0,041
M49;173056;1024;0
M49;174080;1024;0
M49;175104;1024;0
M49;176128;1024;0
M49;177152;1024;0
M49;178176;1024;0
M49;179200;1024;0
